id,altmetric_jid,type,altmetric_id,journal,is_oa,schema,score,cited_by_posts_count,cited_by_msm_count,cited_by_policies_count,cited_by_tweeters_count,cited_by_fbwalls_count,cited_by_rh_count,cited_by_patents_count,cited_by_accounts_count,last_updated,added_on,published_on,readers_count,citeulike_reader,mendeley,connotea,Literature_id_id
340,,article,135165968,Expert Systems with Applications,0,1.5.4,0.25,1,,,1,,,,1,1661850643,1661850655,1672531200,24,0,24,0,1867
341,,article,135100929,Expert Systems with Applications,0,1.5.4,0.25,1,,,1,,,,1,1661764247,1661764259,1672531200,6,0,6,0,1873
342,,article,135043885,Expert Systems with Applications,0,1.5.4,0.25,1,,,1,,,,1,1661591452,1661591463,1672531200,7,0,7,0,1874
343,,article,134674636,Expert Systems with Applications,0,1.5.4,2.1,3,,,3,,,,3,1699926414,1660804538,1672531200,72,0,72,0,1877
344,,article,134787001,Future Generation Computer Systems,0,1.5.4,0.5,1,,,1,,,,1,1661034812,1661034823,1672531200,100,0,100,0,1883
345,,article,135043887,Expert Systems with Applications,0,1.5.4,0.25,1,,,1,,,,1,1661591452,1661591465,1672531200,97,0,97,0,1885
346,,article,135597134,Fuel,0,1.5.4,0.25,1,,,1,,,,1,1662491410,1662491421,1672531200,49,0,49,0,1890
347,,article,133849851,"Web Semantics: Science, Services and Agents on the World Wide Web",0,1.5.4,7.0,12,,,9,1,,,10,1660728499,1660059528,1672531200,10,0,10,0,1892
348,,article,135043876,Expert Systems with Applications,0,1.5.4,0.25,1,,,1,,,,1,1661591443,1661591454,1672531200,32,0,32,0,1893
349,,article,134958359,Expert Systems with Applications,0,1.5.4,0.25,1,,,1,,,,1,1661418646,1661418657,1672531200,36,0,36,0,1894
350,,article,135043883,Expert Systems with Applications,0,1.5.4,0.25,1,,,1,,,,1,1661591450,1661591462,1672531200,16,0,16,0,1895
351,,article,135624542,Biomedical Signal Processing and Control,0,1.5.4,1.0,1,,,1,,,,1,1662553272,1662553285,1672531200,10,0,10,0,1902
352,,chapter,144939972,,0,1.5.4,0.5,4,,,2,,,,2,1659561101,1680639502,1672531200,2,0,2,0,1918
353,,article,133593368,Chemical Engineering Journal,0,1.5.4,8.0,12,,,12,,,,12,1686046555,1659531666,1672531200,30,0,30,0,1929
354,,article,133845920,Information Fusion,0,1.5.4,2.7,3,,,3,,,,3,1660116657,1660053559,1672531200,9,0,9,0,1941
355,,chapter,144951203,,0,1.5.4,52.28,14,6,,7,,,,14,1664272267,1680644597,1672531200,1,0,1,0,1956
356,,article,132992220,IISE Transactions,0,1.5.4,3.95,6,,,6,,,,6,1661597496,1658517407,1659916800,25,0,25,0,1966
357,,article,133830906,IISE Transactions,0,1.5.4,1.25,2,,,2,,,,2,1662116986,1660012808,1659484800,16,0,16,0,1972
